iter	F1	Logloss
148	0.9969306161	0.02335837387
149	0.996985538	0.02319869941
150	0.9970162886	0.02294123271
151	0.9970690711	0.02281832546
152	0.9970733978	0.02261882134
153	0.9971173711	0.02248002174
154	0.9971480573	0.0223714955
155	0.9971985352	0.02218253261
156	0.9972095923	0.02204633313
157	0.9972403285	0.02181611569
158	0.9972447799	0.02153955047
159	0.9972601056	0.02143461908
160	0.99729741	0.02130723118
161	0.9973655092	0.02109618229
162	0.9974226465	0.02092944377
163	0.9974512253	0.020785982
164	0.9974710554	0.020694857
165	0.9974995664	0.02049605957
166	0.997503957	0.0203984515
167	0.9975435585	0.02022809013
168	0.9975808718	0.0199951898
169	0.9975852728	0.01979846717
170	0.9975896526	0.01967137749
171	0.9976072249	0.01957385754
172	0.997640096	0.01940718701
173	0.9976511084	0.01926140729
174	0.9976708705	0.01915291411
175	0.9977015733	0.01905505635
176	0.9977367172	0.01890063095
177	0.9977630698	0.01872186833
178	0.9977893833	0.01859515732
179	0.9978026127	0.01848494086
180	0.9978311359	0.01838303473
181	0.9978816396	0.01826331349
182	0.9979256072	0.0180995098
183	0.9979607203	0.01800763852
184	0.9979695275	0.01783954923
185	0.9980112738	0.01772157991
186	0.9980551751	0.01762236106
187	0.9981012672	0.01741636407
188	0.9981143548	0.01724352001
189	0.9981428716	0.01712341631
190	0.9981757874	0.0169903914
191	0.9982086957	0.01685775937
192	0.9982372298	0.0167772637
193	0.9982504012	0.01666144637
194	0.9982460338	0.01655623568
195	0.9982570519	0.01641175213
196	0.9982723914	0.01629503569
197	0.998272399	0.01622022002
198	0.9982877464	0.01615531403
199	0.998314074	0.01607051778
200	0.9983272232	0.01593981425
201	0.9983359896	0.01586039735
202	0.9983294295	0.01579125145
203	0.9983381958	0.01568155198
204	0.9983360042	0.01561472894
205	0.9983447779	0.01553938845
206	0.9983535445	0.01546085163
207	0.9983601555	0.01535470032
208	0.9983689293	0.01526992065
209	0.9983930383	0.01515963198
210	0.9984039973	0.01508987563
211	0.9984193403	0.01497205883
212	0.9984149634	0.01484802992
213	0.9984324986	0.01480246084
214	0.9984434653	0.01471863116
215	0.9984675776	0.01463162623
216	0.9984829224	0.01457670843
217	0.9984741539	0.01448729335
218	0.9984741539	0.01444741039
219	0.998476346	0.01439823104
220	0.9984960755	0.01430902442
221	0.9985114212	0.01417808822
222	0.9985224087	0.01411025213
223	0.9985465244	0.01403218426
224	0.9985596979	0.01391183256
225	0.9985728526	0.01375796034
226	0.9985816226	0.01372282935
227	0.9985903927	0.01368205057
228	0.9985860076	0.01358947076
229	0.9985947778	0.01352167081
230	0.998599163	0.01340962505
231	0.9986013556	0.01331189126
232	0.9986101261	0.01323690052
233	0.9986188967	0.01315808661
234	0.9986276675	0.01306467291
235	0.9986298603	0.01301257122
236	0.9986430168	0.01293226753
237	0.9986495952	0.01288099876
238	0.9986495952	0.01281764721
239	0.9986737459	0.01274593872
240	0.9986781491	0.01266482604
241	0.9986825406	0.01259970988
242	0.9987133096	0.01254313386
243	0.998739625	0.0124065531
244	0.998739625	0.01232506621
245	0.9987505901	0.01228295765
246	0.9987944796	0.01219148154
247	0.9987988661	0.01214366907
248	0.9988054615	0.01207108275
249	0.9987966887	0.01198694835
250	0.9988252009	0.01191757439
251	0.9988274045	0.01188701056
252	0.9988361777	0.01183370637
253	0.9988339844	0.01178586446
254	0.9988493379	0.01173973608
255	0.9988646919	0.01169410288
256	0.9988668904	0.01159601227
257	0.9988690789	0.01154972743
258	0.9988778529	0.01150064178
259	0.9988888254	0.01143412554
260	0.998891019	0.01138608516
261	0.9988932126	0.01134135069
262	0.9988975998	0.01127248096
263	0.998901987	0.01122158533
264	0.9988997885	0.01115544165
265	0.9989107567	0.01107820119
266	0.9989173377	0.01102652499
267	0.9989305095	0.01096612981
268	0.9989348969	0.01093174539
269	0.9989414782	0.01088907638
270	0.9989480689	0.01083680694
271	0.9989612318	0.01076886906
272	0.9989656195	0.01073030104
273	0.9989678133	0.01070596039
274	0.9989700072	0.01063731501
275	0.9989722011	0.0105886735
276	0.998985378	0.0105080865
277	0.9989831841	0.01046711764
278	0.9989941538	0.01039859904
279	0.9990029297	0.01032376872
280	0.9990292669	0.0102542229
281	0.9990358493	0.01020869562
282	0.9990402375	0.01016153456
283	0.9990424317	0.01007071024
284	0.9990424317	0.01004971972
285	0.9990534026	0.01001786703
286	0.9990643819	0.009955838552
287	0.9990665721	0.009884158938
288	0.9990775475	0.00983583845
289	0.9990797418	0.009805384021
290	0.9990775475	0.009756334867
291	0.9990797337	0.009718973726
292	0.9990907094	0.009663740402
293	0.9990994869	0.00962279748
294	0.9991104629	0.00955679821
295	0.9991192407	0.009516605863
296	0.9991214352	0.009467556847
297	0.9991346023	0.009418921102
298	0.9991367968	0.009389034043
299	0.9991389952	0.009361592077
